IEL_ID,region_id,species,alignment37_start,alignment37_end,alignment37_length,IEL_alignment3_start,IEL_alignment3_end,IEL_alignment3_length,IEL_alignment3_label,IEL_projection_class,IEL_support_type,IEL_projection_resolved,n_deletion_events,n_insertion_events,n_all_pairs,n_informative_topological_pairs,n_independent_recurrent_pairs,n_probable_ancestral_remodeling_pairs,n_ambiguous_ancestral_pairs,independent_fraction,remodeling_fraction,IEL_local_composition,IEL_topological_hotspot_class,ecm_n_overlap,ecm_overlap_ids,ecm_overlap_subtypes,ecm_overlap_relations,ecm_overlap_total_length,ecm_nearest_id,ecm_nearest_subtype,ecm_nearest_distance,ecm_nearest_relation,ecm_left_id,ecm_left_subtype,ecm_left_distance,ecm_right_id,ecm_right_subtype,ecm_right_distance,mast_nearest_distance,mast_n_within_25,ugua_n_overlap,ugua_overlap_ids,ugua_overlap_subtypes,ugua_overlap_relations,ugua_overlap_total_length,ugua_nearest_id,ugua_nearest_subtype,ugua_nearest_distance,ugua_nearest_relation,ugua_left_id,ugua_left_subtype,ugua_left_distance,ugua_right_id,ugua_right_subtype,ugua_right_distance,pas_n_overlap,pas_overlap_ids,pas_overlap_subtypes,pas_overlap_relations,pas_overlap_total_length,pas_nearest_id,pas_nearest_subtype,pas_nearest_distance,pas_nearest_relation,pas_left_id,pas_left_subtype,pas_left_distance,pas_right_id,pas_right_subtype,pas_right_distance,cleavage_n_overlap,cleavage_overlap_ids,cleavage_overlap_subtypes,cleavage_nearest_id,cleavage_nearest_subtype,cleavage_nearest_distance,cleavage_nearest_side,cleavage_nearest_boundary,dse_n_overlap,dse_overlap_ids,dse_overlap_subtypes,dse_overlap_relations,dse_overlap_total_length,dse_nearest_id,dse_nearest_subtype,dse_nearest_distance,dse_nearest_relation,dse_left_id,dse_left_subtype,dse_left_distance,dse_right_id,dse_right_subtype,dse_right_distance,structure_mfe_n_overlap,structure_mfe_overlap_types,structure_mfe_overlap_ids,structure_mfe_primary_type,structure_mfe_primary_relation,structure_mfe_nearest_type,structure_mfe_nearest_id,structure_mfe_nearest_distance,structure_mfe_boundary_distance,structure_mfe_near_boundary,structure_centroid_n_overlap,structure_centroid_overlap_types,structure_centroid_overlap_ids,structure_centroid_primary_type,structure_centroid_primary_relation,structure_centroid_nearest_type,structure_centroid_nearest_id,structure_centroid_nearest_distance,structure_centroid_boundary_distance,structure_centroid_near_boundary,ECM_context,APA_feature_profile,APA_context_class,structure_consensus_type,structure_model_agreement,architectural_formula,architectural_domain_class
IEL_009,8,D.virilis,329,330,2,167,169,3,167|169,between_columns,between_columns,True,9,1,,,16,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,1,Ras85D_EBC_VIR_ECM_0003,ECM_11,inside,3,Ras85D_EBC_VIR_ECM_0003,ECM_11,0,inside,Ras85D_EBC_VIR_ECM_0002,ECM_07,93,Ras85D_EBC_VIR_ECM_0004,ECM_10,27,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0002,UGUA,63,downstream,Ras85D_EBC_VIR_UGUA_0002,UGUA,63,Ras85D_EBC_VIR_UGUA_0003,UGUA,71,0,,,,0,Ras85D_EBC_VIR_PAS_0002,1.5,6,downstream,Ras85D_EBC_VIR_PAS_0002,1.5,6,Ras85D_EBC_VIR_PAS_0003,1.5,58,0,,,Ras85D_EBC_VIR_CLV_0001,weak,54,downstream,113|113,0,,,,0,Ras85D_EBC_VIR_DSE_0003,down-st,31,upstream,Ras85D_EBC_VIR_DSE_0002,down-st,48,Ras85D_EBC_VIR_DSE_0003,down-st,31,1,stem,Ras85D_CTX_VIR_MFE_STEM_0015,stem,inside,stem,Ras85D_CTX_VIR_MFE_STEM_0015,0,1,True,1,stem,Ras85D_CTX_VIR_CENTROID_STEM_0012,stem,inside,stem,Ras85D_CTX_VIR_CENTROID_STEM_0012,0,1,True,inside_ECM,PAS,partial_APA_neighborhood,stem,MFE_centroid_agreement,ECM+APA+RNA_STRUCTURE,composite_ECM_APA_structure_domain
IEL_010,9,D.melanogaster,346,351,6,169,170,2,169|170,between_columns,between_columns,True,11,1,,,30,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_MEL_ECM_0003,ECM_10,25,upstream,Ras85D_EBC_MEL_ECM_0002,ECM_07,95,Ras85D_EBC_MEL_ECM_0003,ECM_10,25,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0002,UGUA,70,upstream,Ras85D_EBC_MEL_UGUA_0001,UGUA,107,Ras85D_EBC_MEL_UGUA_0002,UGUA,70,0,,,,0,Ras85D_EBC_MEL_PAS_0001,1.5,49,upstream,,,,Ras85D_EBC_MEL_PAS_0001,1.5,49,0,,,Ras85D_EBC_MEL_CLV_0003,weak,77,upstream,247|247,0,,,,0,Ras85D_EBC_MEL_DSE_0001,down-st,135,downstream,Ras85D_EBC_MEL_DSE_0001,down-st,135,Ras85D_EBC_MEL_DSE_0002,down-st,394,1,stem,Ras85D_CTX_MEL_MFE_STEM_0017,stem,inside,stem,Ras85D_CTX_MEL_MFE_STEM_0017,0,4,False,1,stem,Ras85D_CTX_MEL_CENTROID_STEM_0014,stem,inside_at_left_boundary,stem,Ras85D_CTX_MEL_CENTROID_STEM_0014,0,0,True,between_ECM,none,APA_distant,stem,MFE_centroid_agreement,ECM_INTERFACE+RNA_STRUCTURE,ECM_interface_structure_domain
IEL_010,9,D.yakuba,346,351,6,169,170,2,169|170,between_columns,between_columns,True,11,1,,,30,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_YAK_ECM_0003,ECM_10,25,upstream,Ras85D_EBC_YAK_ECM_0002,ECM_07,95,Ras85D_EBC_YAK_ECM_0003,ECM_10,25,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0002,UGUA,70,upstream,Ras85D_EBC_YAK_UGUA_0001,UGUA,107,Ras85D_EBC_YAK_UGUA_0002,UGUA,70,0,,,,0,Ras85D_EBC_YAK_PAS_0001,1.5,53,upstream,,,,Ras85D_EBC_YAK_PAS_0001,1.5,53,0,,,Ras85D_EBC_YAK_CLV_0002,weak,108,upstream,278|278,0,,,,0,Ras85D_EBC_YAK_DSE_0002,down-st,30,upstream,Ras85D_EBC_YAK_DSE_0001,down-st,135,Ras85D_EBC_YAK_DSE_0002,down-st,30,1,stem,Ras85D_CTX_YAK_MFE_STEM_0016,stem,inside,stem,Ras85D_CTX_YAK_MFE_STEM_0016,0,4,False,1,stem,Ras85D_CTX_YAK_CENTROID_STEM_0009,stem,inside_at_left_boundary,stem,Ras85D_CTX_YAK_CENTROID_STEM_0009,0,0,True,between_ECM,none,APA_distant,stem,MFE_centroid_agreement,ECM_INTERFACE+RNA_STRUCTURE,ECM_interface_structure_domain
IEL_010,9,D.virilis,346,351,6,167,169,3,167|169,between_columns,between_columns,True,11,1,,,30,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,1,Ras85D_EBC_VIR_ECM_0003,ECM_11,inside,3,Ras85D_EBC_VIR_ECM_0003,ECM_11,0,inside,Ras85D_EBC_VIR_ECM_0002,ECM_07,93,Ras85D_EBC_VIR_ECM_0004,ECM_10,27,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0002,UGUA,63,downstream,Ras85D_EBC_VIR_UGUA_0002,UGUA,63,Ras85D_EBC_VIR_UGUA_0003,UGUA,71,0,,,,0,Ras85D_EBC_VIR_PAS_0002,1.5,6,downstream,Ras85D_EBC_VIR_PAS_0002,1.5,6,Ras85D_EBC_VIR_PAS_0003,1.5,58,0,,,Ras85D_EBC_VIR_CLV_0001,weak,54,downstream,113|113,0,,,,0,Ras85D_EBC_VIR_DSE_0003,down-st,31,upstream,Ras85D_EBC_VIR_DSE_0002,down-st,48,Ras85D_EBC_VIR_DSE_0003,down-st,31,1,stem,Ras85D_CTX_VIR_MFE_STEM_0015,stem,inside,stem,Ras85D_CTX_VIR_MFE_STEM_0015,0,1,True,1,stem,Ras85D_CTX_VIR_CENTROID_STEM_0012,stem,inside,stem,Ras85D_CTX_VIR_CENTROID_STEM_0012,0,1,True,inside_ECM,PAS,partial_APA_neighborhood,stem,MFE_centroid_agreement,ECM+APA+RNA_STRUCTURE,composite_ECM_APA_structure_domain
IEL_011,10,D.melanogaster,371,373,3,183,194,12,183|194,between_columns,between_columns,True,13,2,,,29,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_MEL_ECM_0003,ECM_10,1,upstream,Ras85D_EBC_MEL_ECM_0002,ECM_07,109,Ras85D_EBC_MEL_ECM_0003,ECM_10,1,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0002,UGUA,46,upstream,Ras85D_EBC_MEL_UGUA_0001,UGUA,121,Ras85D_EBC_MEL_UGUA_0002,UGUA,46,0,,,,0,Ras85D_EBC_MEL_PAS_0001,1.5,25,upstream,,,,Ras85D_EBC_MEL_PAS_0001,1.5,25,0,,,Ras85D_EBC_MEL_CLV_0003,weak,53,upstream,247|247,0,,,,0,Ras85D_EBC_MEL_DSE_0001,down-st,149,downstream,Ras85D_EBC_MEL_DSE_0001,down-st,149,Ras85D_EBC_MEL_DSE_0002,down-st,370,1,internal_loop,Ras85D_CTX_MEL_MFE_INTERNAL_LOOP_0010,internal_loop,inside_at_right_boundary,internal_loop,Ras85D_CTX_MEL_MFE_INTERNAL_LOOP_0010,0,0,True,1,internal_loop,Ras85D_CTX_MEL_CENTROID_INTERNAL_LOOP_0007,internal_loop,inside,internal_loop,Ras85D_CTX_MEL_CENTROID_INTERNAL_LOOP_0007,0,1,True,ECM_interface,PAS,partial_APA_neighborhood,internal_loop,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_011,10,D.yakuba,371,373,3,183,194,12,183|194,between_columns,between_columns,True,13,2,,,29,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_YAK_ECM_0003,ECM_10,1,upstream,Ras85D_EBC_YAK_ECM_0002,ECM_07,109,Ras85D_EBC_YAK_ECM_0003,ECM_10,1,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0002,UGUA,46,upstream,Ras85D_EBC_YAK_UGUA_0001,UGUA,121,Ras85D_EBC_YAK_UGUA_0002,UGUA,46,0,,,,0,Ras85D_EBC_YAK_PAS_0001,1.5,29,upstream,,,,Ras85D_EBC_YAK_PAS_0001,1.5,29,0,,,Ras85D_EBC_YAK_CLV_0002,weak,84,upstream,278|278,0,,,,0,Ras85D_EBC_YAK_DSE_0002,down-st,6,upstream,Ras85D_EBC_YAK_DSE_0001,down-st,149,Ras85D_EBC_YAK_DSE_0002,down-st,6,1,internal_loop,Ras85D_CTX_YAK_MFE_INTERNAL_LOOP_0009,internal_loop,inside_at_right_boundary,internal_loop,Ras85D_CTX_YAK_MFE_INTERNAL_LOOP_0009,0,0,True,1,internal_loop,Ras85D_CTX_YAK_CENTROID_INTERNAL_LOOP_0003,internal_loop,inside_at_right_boundary,internal_loop,Ras85D_CTX_YAK_CENTROID_INTERNAL_LOOP_0003,0,0,True,ECM_interface,DSE,partial_APA_neighborhood,internal_loop,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_011,10,D.virilis,371,373,3,184,184,1,184-184,direct,label_interval,True,13,2,,,29,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,1,Ras85D_EBC_VIR_ECM_0003,ECM_11,inside,1,Ras85D_EBC_VIR_ECM_0003,ECM_11,0,inside,Ras85D_EBC_VIR_ECM_0002,ECM_07,110,Ras85D_EBC_VIR_ECM_0004,ECM_10,12,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0003,UGUA,56,upstream,Ras85D_EBC_VIR_UGUA_0002,UGUA,80,Ras85D_EBC_VIR_UGUA_0003,UGUA,56,0,,,,0,Ras85D_EBC_VIR_PAS_0002,1.5,23,downstream,Ras85D_EBC_VIR_PAS_0002,1.5,23,Ras85D_EBC_VIR_PAS_0003,1.5,43,0,,,Ras85D_EBC_VIR_CLV_0001,weak,71,downstream,113|113,0,,,,0,Ras85D_EBC_VIR_DSE_0003,down-st,16,upstream,Ras85D_EBC_VIR_DSE_0002,down-st,65,Ras85D_EBC_VIR_DSE_0003,down-st,16,1,stem,Ras85D_CTX_VIR_MFE_STEM_0018,stem,inside_at_left_boundary,stem,Ras85D_CTX_VIR_MFE_STEM_0018,0,0,True,1,stem,Ras85D_CTX_VIR_CENTROID_STEM_0013,stem,inside_at_left_boundary,stem,Ras85D_CTX_VIR_CENTROID_STEM_0013,0,0,True,inside_ECM,PAS+DSE,partial_APA_neighborhood,stem,MFE_centroid_agreement,ECM+APA+RNA_STRUCTURE,composite_ECM_APA_structure_domain
IEL_012,11,D.melanogaster,397,400,4,207,208,2,207|208,between_columns,between_columns,True,8,2,,,0,,,,,mixed_deletion_insertion,exact_coordinate_hotspot,1,Ras85D_EBC_MEL_ECM_0003,ECM_10,inside,2,Ras85D_EBC_MEL_ECM_0003,ECM_10,0,inside,Ras85D_EBC_MEL_ECM_0002,ECM_07,133,Ras85D_EBC_MEL_ECM_0004,ECM_05,29,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0002,UGUA,32,upstream,Ras85D_EBC_MEL_UGUA_0001,UGUA,145,Ras85D_EBC_MEL_UGUA_0002,UGUA,32,0,,,,0,Ras85D_EBC_MEL_PAS_0001,1.5,11,upstream,,,,Ras85D_EBC_MEL_PAS_0001,1.5,11,0,,,Ras85D_EBC_MEL_CLV_0003,weak,39,upstream,247|247,0,,,,0,Ras85D_EBC_MEL_DSE_0001,down-st,173,downstream,Ras85D_EBC_MEL_DSE_0001,down-st,173,Ras85D_EBC_MEL_DSE_0002,down-st,356,2,bulge;stem,Ras85D_CTX_MEL_MFE_BULGE_0002;Ras85D_CTX_MEL_MFE_STEM_0019,stem,crosses_right_boundary,stem,Ras85D_CTX_MEL_MFE_STEM_0019,0,0,True,2,bulge;stem,Ras85D_CTX_MEL_CENTROID_BULGE_0001;Ras85D_CTX_MEL_CENTROID_STEM_0017,stem,crosses_right_boundary,stem,Ras85D_CTX_MEL_CENTROID_STEM_0017,0,0,True,inside_ECM,PAS,partial_APA_neighborhood,stem,MFE_centroid_agreement,ECM+APA+RNA_STRUCTURE,composite_ECM_APA_structure_domain
IEL_012,11,D.yakuba,397,400,4,207,208,2,207|208,between_columns,between_columns,True,8,2,,,0,,,,,mixed_deletion_insertion,exact_coordinate_hotspot,1,Ras85D_EBC_YAK_ECM_0003,ECM_10,inside,2,Ras85D_EBC_YAK_ECM_0003,ECM_10,0,inside,Ras85D_EBC_YAK_ECM_0002,ECM_07,133,Ras85D_EBC_YAK_ECM_0004,ECM_05,29,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0002,UGUA,32,upstream,Ras85D_EBC_YAK_UGUA_0001,UGUA,145,Ras85D_EBC_YAK_UGUA_0002,UGUA,32,0,,,,0,Ras85D_EBC_YAK_PAS_0001,1.5,15,upstream,,,,Ras85D_EBC_YAK_PAS_0001,1.5,15,0,,,Ras85D_EBC_YAK_CLV_0002,weak,70,upstream,278|278,0,,,,0,Ras85D_EBC_YAK_DSE_0002,down-st,4,downstream,Ras85D_EBC_YAK_DSE_0002,down-st,4,Ras85D_EBC_YAK_DSE_0003,down-st,87,1,stem,Ras85D_CTX_YAK_MFE_STEM_0018,stem,inside_at_right_boundary,stem,Ras85D_CTX_YAK_MFE_STEM_0018,0,0,True,1,stem,Ras85D_CTX_YAK_CENTROID_STEM_0011,stem,inside_at_right_boundary,stem,Ras85D_CTX_YAK_CENTROID_STEM_0011,0,0,True,inside_ECM,PAS+DSE,partial_APA_neighborhood,stem,MFE_centroid_agreement,ECM+APA+RNA_STRUCTURE,composite_ECM_APA_structure_domain
IEL_012,11,D.virilis,397,400,4,207,207,1,207-207,direct,label_interval,True,8,2,,,0,,,,,mixed_deletion_insertion,exact_coordinate_hotspot,1,Ras85D_EBC_VIR_ECM_0004,ECM_10,inside,1,Ras85D_EBC_VIR_ECM_0004,ECM_10,0,inside,Ras85D_EBC_VIR_ECM_0003,ECM_11,18,Ras85D_EBC_VIR_ECM_0005,ECM_05,30,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0003,UGUA,33,upstream,Ras85D_EBC_VIR_UGUA_0002,UGUA,103,Ras85D_EBC_VIR_UGUA_0003,UGUA,33,0,,,,0,Ras85D_EBC_VIR_PAS_0003,1.5,20,upstream,Ras85D_EBC_VIR_PAS_0002,1.5,46,Ras85D_EBC_VIR_PAS_0003,1.5,20,0,,,Ras85D_EBC_VIR_CLV_0002,strong,71,upstream,278|278,0,,,,0,Ras85D_EBC_VIR_DSE_0003,down-st,4,downstream,Ras85D_EBC_VIR_DSE_0003,down-st,4,Ras85D_EBC_VIR_DSE_0004,down-st,88,1,internal_loop,Ras85D_CTX_VIR_MFE_INTERNAL_LOOP_0015,internal_loop,inside_at_left_boundary,internal_loop,Ras85D_CTX_VIR_MFE_INTERNAL_LOOP_0015,0,0,True,1,internal_loop,Ras85D_CTX_VIR_CENTROID_INTERNAL_LOOP_0008,internal_loop,inside_at_left_boundary,internal_loop,Ras85D_CTX_VIR_CENTROID_INTERNAL_LOOP_0008,0,0,True,inside_ECM,PAS+DSE,partial_APA_neighborhood,internal_loop,MFE_centroid_agreement,ECM+APA+RNA_STRUCTURE,composite_ECM_APA_structure_domain
IEL_013,12,D.melanogaster,445,450,6,233,234,2,233|234,between_columns,between_columns,True,9,1,,,20,,,1.0,,mixed_deletion_insertion,recurrent_deletion_hotspot,0,,,,0,Ras85D_EBC_MEL_ECM_0004,ECM_05,3,upstream,Ras85D_EBC_MEL_ECM_0003,ECM_10,9,Ras85D_EBC_MEL_ECM_0004,ECM_05,3,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0002,UGUA,6,upstream,Ras85D_EBC_MEL_UGUA_0001,UGUA,171,Ras85D_EBC_MEL_UGUA_0002,UGUA,6,0,,,,0,Ras85D_EBC_MEL_PAS_0001,1.5,9,downstream,Ras85D_EBC_MEL_PAS_0001,1.5,9,Ras85D_EBC_MEL_PAS_0002,2.5,137,0,,,Ras85D_EBC_MEL_CLV_0003,weak,13,upstream,247|247,0,,,,0,Ras85D_EBC_MEL_DSE_0001,down-st,199,downstream,Ras85D_EBC_MEL_DSE_0001,down-st,199,Ras85D_EBC_MEL_DSE_0002,down-st,330,1,multiloop,Ras85D_CTX_MEL_MFE_MULTILOOP_0006,multiloop,inside_at_right_boundary,multiloop,Ras85D_CTX_MEL_MFE_MULTILOOP_0006,0,0,True,1,hairpin_loop,Ras85D_CTX_MEL_CENTROID_HAIRPIN_LOOP_0003,hairpin_loop,inside,hairpin_loop,Ras85D_CTX_MEL_CENTROID_HAIRPIN_LOOP_0003,0,17,False,ECM_interface,UGUA+PAS+CLEAVAGE,PAS_cleavage_neighborhood,MFE:multiloop|centroid:hairpin_loop,MFE_centroid_disagreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_013,12,D.yakuba,445,450,6,233,234,2,233|234,between_columns,between_columns,True,9,1,,,20,,,1.0,,mixed_deletion_insertion,recurrent_deletion_hotspot,0,,,,0,Ras85D_EBC_YAK_ECM_0004,ECM_05,3,upstream,Ras85D_EBC_YAK_ECM_0003,ECM_10,9,Ras85D_EBC_YAK_ECM_0004,ECM_05,3,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0002,UGUA,6,upstream,Ras85D_EBC_YAK_UGUA_0001,UGUA,171,Ras85D_EBC_YAK_UGUA_0002,UGUA,6,0,,,,0,Ras85D_EBC_YAK_PAS_0001,1.5,5,downstream,Ras85D_EBC_YAK_PAS_0001,1.5,5,Ras85D_EBC_YAK_PAS_0002,2.5,153,0,,,Ras85D_EBC_YAK_CLV_0002,weak,44,upstream,278|278,0,,,,0,Ras85D_EBC_YAK_DSE_0002,down-st,30,downstream,Ras85D_EBC_YAK_DSE_0002,down-st,30,Ras85D_EBC_YAK_DSE_0003,down-st,61,1,stem,Ras85D_CTX_YAK_MFE_STEM_0021,stem,inside,stem,Ras85D_CTX_YAK_MFE_STEM_0021,0,3,False,1,stem,Ras85D_CTX_YAK_CENTROID_STEM_0014,stem,inside,stem,Ras85D_CTX_YAK_CENTROID_STEM_0014,0,3,False,ECM_interface,UGUA+PAS,partial_APA_neighborhood,stem,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_013,12,D.virilis,445,450,6,233,235,3,233|235,between_columns,between_columns,True,9,1,,,20,,,1.0,,mixed_deletion_insertion,recurrent_deletion_hotspot,0,,,,0,Ras85D_EBC_VIR_ECM_0005,ECM_05,2,upstream,Ras85D_EBC_VIR_ECM_0004,ECM_10,9,Ras85D_EBC_VIR_ECM_0005,ECM_05,2,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0003,UGUA,5,upstream,Ras85D_EBC_VIR_UGUA_0002,UGUA,129,Ras85D_EBC_VIR_UGUA_0003,UGUA,5,0,,,,0,Ras85D_EBC_VIR_PAS_0003,1.5,1,downstream,Ras85D_EBC_VIR_PAS_0003,1.5,1,Ras85D_EBC_VIR_PAS_0004,1.5,22,0,,,Ras85D_EBC_VIR_CLV_0002,strong,43,upstream,278|278,0,,,,0,Ras85D_EBC_VIR_DSE_0003,down-st,30,downstream,Ras85D_EBC_VIR_DSE_0003,down-st,30,Ras85D_EBC_VIR_DSE_0004,down-st,60,1,stem,Ras85D_CTX_VIR_MFE_STEM_0026,stem,inside,stem,Ras85D_CTX_VIR_MFE_STEM_0026,0,3,False,1,stem,Ras85D_CTX_VIR_CENTROID_STEM_0021,stem,inside_at_left_boundary,stem,Ras85D_CTX_VIR_CENTROID_STEM_0021,0,0,True,ECM_interface,UGUA+PAS,partial_APA_neighborhood,stem,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_014,13,D.melanogaster,684,688,5,394,395,2,394|395,between_columns,between_columns,True,11,2,,,17,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,1,Ras85D_EBC_MEL_ECM_0008,ECM_16,inside,2,Ras85D_EBC_MEL_ECM_0008,ECM_16,0,inside,Ras85D_EBC_MEL_ECM_0007,ECM_17,24,Ras85D_EBC_MEL_ECM_0009,ECM_02,30,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0004,UGUA,6,upstream,Ras85D_EBC_MEL_UGUA_0003,UGUA,121,Ras85D_EBC_MEL_UGUA_0004,UGUA,6,1,Ras85D_EBC_MEL_PAS_0003,2.5,crosses_left_boundary,1,Ras85D_EBC_MEL_PAS_0003,2.5,0,crosses_left_boundary,Ras85D_EBC_MEL_PAS_0002,2.5,12,Ras85D_EBC_MEL_PAS_0004,1.5,9,0,,,Ras85D_EBC_MEL_CLV_0005,strong,9,upstream,404|404,0,,,,0,Ras85D_EBC_MEL_DSE_0002,down-st,169,upstream,Ras85D_EBC_MEL_DSE_0001,down-st,360,Ras85D_EBC_MEL_DSE_0002,down-st,169,1,multiloop,Ras85D_CTX_MEL_MFE_MULTILOOP_0008,multiloop,inside,multiloop,Ras85D_CTX_MEL_MFE_MULTILOOP_0008,0,3,False,1,multiloop,Ras85D_CTX_MEL_CENTROID_MULTILOOP_0007,multiloop,inside,multiloop,Ras85D_CTX_MEL_CENTROID_MULTILOOP_0007,0,3,False,inside_ECM,UGUA+PAS+CLEAVAGE,PAS_cleavage_neighborhood,multiloop,MFE_centroid_agreement,ECM+APA+RNA_STRUCTURE,composite_ECM_APA_structure_domain
IEL_014,13,D.yakuba,684,688,5,394,395,2,394|395,between_columns,between_columns,True,11,2,,,17,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,1,Ras85D_EBC_YAK_ECM_0008,ECM_16,inside,2,Ras85D_EBC_YAK_ECM_0008,ECM_16,0,inside,Ras85D_EBC_YAK_ECM_0007,ECM_17,24,Ras85D_EBC_YAK_ECM_0009,ECM_02,30,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0004,UGUA,6,upstream,Ras85D_EBC_YAK_UGUA_0003,UGUA,121,Ras85D_EBC_YAK_UGUA_0004,UGUA,6,1,Ras85D_EBC_YAK_PAS_0002,2.5,inside,2,Ras85D_EBC_YAK_PAS_0002,2.5,0,inside,Ras85D_EBC_YAK_PAS_0001,1.5,166,Ras85D_EBC_YAK_PAS_0003,2.5,16,0,,,Ras85D_EBC_YAK_CLV_0003,strong,4,downstream,390|390,0,,,,0,Ras85D_EBC_YAK_DSE_0004,down-st,85,downstream,Ras85D_EBC_YAK_DSE_0004,down-st,85,Ras85D_EBC_YAK_DSE_0005,down-st,185,1,stem,Ras85D_CTX_YAK_MFE_STEM_0042,stem,inside,stem,Ras85D_CTX_YAK_MFE_STEM_0042,0,2,True,1,multiloop,Ras85D_CTX_YAK_CENTROID_MULTILOOP_0007,multiloop,inside,multiloop,Ras85D_CTX_YAK_CENTROID_MULTILOOP_0007,0,3,False,inside_ECM,UGUA+PAS+CLEAVAGE,PAS_cleavage_neighborhood,MFE:stem|centroid:multiloop,MFE_centroid_disagreement,ECM+APA+RNA_STRUCTURE,composite_ECM_APA_structure_domain
IEL_014,13,D.virilis,684,688,5,392,393,2,392-393,partially_gapped,label_interval,True,11,2,,,17,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_VIR_ECM_0007,ECM_02,32,upstream,Ras85D_EBC_VIR_ECM_0006,ECM_04,51,Ras85D_EBC_VIR_ECM_0007,ECM_02,32,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0005,UGUA,8,upstream,Ras85D_EBC_VIR_UGUA_0004,UGUA,119,Ras85D_EBC_VIR_UGUA_0005,UGUA,8,0,,,,0,Ras85D_EBC_VIR_PAS_0005,2.5,10,upstream,Ras85D_EBC_VIR_PAS_0004,1.5,130,Ras85D_EBC_VIR_PAS_0005,2.5,10,0,,,Ras85D_EBC_VIR_CLV_0003,weak,42,upstream,435|435,1,Ras85D_EBC_VIR_DSE_0005,down-st,crosses_right_boundary,1,Ras85D_EBC_VIR_DSE_0005,down-st,0,crosses_right_boundary,Ras85D_EBC_VIR_DSE_0004,down-st,92,Ras85D_EBC_VIR_DSE_0006,down-st,74,1,hairpin_loop,Ras85D_CTX_VIR_MFE_HAIRPIN_LOOP_0003,hairpin_loop,inside_at_left_boundary,hairpin_loop,Ras85D_CTX_VIR_MFE_HAIRPIN_LOOP_0003,0,0,True,1,hairpin_loop,Ras85D_CTX_VIR_CENTROID_HAIRPIN_LOOP_0003,hairpin_loop,inside_at_left_boundary,hairpin_loop,Ras85D_CTX_VIR_CENTROID_HAIRPIN_LOOP_0003,0,0,True,between_ECM,UGUA+PAS+DSE,partial_APA_neighborhood,hairpin_loop,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
